# this table describes the count for each observation concept in OBSERVATION_FACTS.txt ##
cpt,count
ICD10:M48.54XG,38
LOINC:2077-6,38
MDCTN:110787,38
MDCTN:68071153105|ADS,38
MDCTN:4396,38
MDCTN:12244,38
ICD9:56.51,38
DEPT|1060128001025|EPIC,38
ICD9:641.03,38
ICD10:F31.71,38
I35.2,38
MDCTN:68084005390|ADS,38
MDCTN:00078046105|ADS,38
ICD10:0WQ80ZZ,38
MDCTN:54868442500|ADS,38
MDCTN:00071073730|ADS,38
ICD10:T45.8X5A,38
ICD10:4A1034G,38
MDCTN:8654,38
LOINC:20416-4,38
ICD10:Q33.9,38
LOINC:13974-1,38
CPT:19318,38
ICD9:V72.62,38
ICD10:S62.307A,38
MDCTN:67253090350|ADS,38
MDCTN:00186404001|ADS,38
ICD10:M86.8X6,38
MDCTN:8167,38
ICD9:622.8,38
CPT:93462,38
ICD10:O36.8190,38
CPT:44388,38
ICD10:H53.453,38
ICD10:0W9B40Z,38
CPT:93733,38
ICD9:757.32,38
ICD9:621.4,38
CPT:20999,38
CPT:20985,38
MDCTN:104766,38
MDCTN:35356065530|ADS,38
MDCTN:163170,38
ICD9:86.89,38
ICD10:0DT80ZZ,38
ICD10:C44.529,38
MDCTN:91078,38
MDCTN:64764070201|ADS,38
ICD9:659.51,38
MDCTN:50428232710|ADS,38
ICD10:T84.020A,38
ICD9:718.43,38
MDCTN:55390022602|ADS,38
MDCTN:37000040511|ADS,38
ICD9:E929.2,38
CPT:15240,38
MDCTN:60429010710|ADS,38
ICD10:S72.401D,38
ICD9:488.02,38
ICD10:Z56.0,38
Z95.1,38
MDCTN:00406058201|ADS,38
MDCTN:55887055320|ADS,38
ICD10:D58.0,38
ICD10:0Y6Q0Z0,38
MDCTN:11523716301|ADS,38
MDCTN:54868560700|ADS,38
CPT:74185,38
MDCTN:40076011560|ADS,38
CPT:01230,38
MDCTN:68387010090|ADS,38
ICD9:921.2,38
ICD9:250.73,38
ICD9:823.80,38
CPT:25609,38
LOINC:31254-6,38
ICD10:H04.122,38
ICD9:92.27,38
ICD9:788.35,38
MDCTN:17785,38
ICD9:729.9,38
ICD10:D31.30,38
MDCTN:00406145101|ADS,38
LOINC:10886-0,38
MDCTN:37403,38
MDCTN:54868522401|ADS,38
MDCTN:125441,38
MDCTN:00121478005|ADS,38
ICD10:Q53.11,38
ICD10:Q27.9,38
ICD9:379.8,38
MDCTN:76717,38
ICD10:S01.21XA,38
ICD9:474.8,38
ICD10:M84.422A,38
MDCTN:59148001315|ADS,38
MDCTN:00004035039|ADS,38
ICD10:D09.8,38
MDCTN:58177022212|ADS,38
CPT:45338,38
MDCTN:63739028431|ADS,38
ICD9:362.32,38
MDCTN:00378023205|ADS,38
ICD10:0DBE8ZX,38
ICD10:S61.411A,38
MDCTN:130954,38
MDCTN:82136,38
CPT:3100F,38
MDCTN:63323018620|ADS,38
ICD10:BT1F1ZZ,38
MDCTN:50580054550|ADS,38
ICD9:00.74,38
MDCTN:54868461200|ADS,38
MDCTN:00056017075|ADS,38
MDCTN:11917012805|ADS,38
MDCTN:54569385400|ADS,38
ICD9:142.1,38
ICD10:05HB33Z,38
MDCTN:00078063056|ADS,38
MDCTN:168657,38
ICD10:J84.114,38
MDCTN:00597019090|ADS,38
ICD10:N50.811,38
ICD9:189.2,38
MDCTN:00187079842|ADS,38
ICD9:87.62,38
ICD9:38.94,38
ICD9:38.86,38
ICD9:38.45,38
MDCTN:64980050312|ADS,38
ICD10:L71.0,38
MDCTN:68084054021|ADS,38
MDCTN:54868413200|ADS,38
ICD10:M75.40,38
ICD10:Z90.09,38
MDCTN:00023932115|ADS,38
ICD9:77.67,38
MDCTN:54868540500|ADS,38
ICD9:754.81,38
CPT:26480,38
ICD9:765.03,38
CPT:99441,38
MDCTN:122570,38
ICD10:F10.288,38
ICD9:54.24,38
ICD10:M43.19,38
MDCTN:67618030050|ADS,38
MDCTN:58914078510|ADS,38
ICD9:589.0,38
MDCTN:00121053005|ADS,38
MDCTN:00143988901|ADS,38
MDCTN:00904559652|ADS,38
MDCTN:122745,38
ICD9:202.71,38
CPT:75960,38
MDCTN:00085009101|ADS,38
CPT:71023,38
ICD10:D86.3,38
MDCTN:00378110505|ADS,38
MDCTN:79854010892|ADS,38
ICD10:O99.842,38
ICD9:569.79,38
MDCTN:00186074331|ADS,38
MDCTN:54868520800|ADS,38
MDCTN:14816,38
MDCTN:00173044902|ADS,38
MDCTN:6508,38
MDCTN:96295011798|ADS,38
CPT:22554,38
ICD10:Z80.2,38
LOINC:2641-9,38
ICD9:E950.3,38
ICD9:290.12,38
LOINC:5773-7,38
MDCTN:00555021110|ADS,38
ICD10:M66.0,38
ICD9:34.01,38
MDCTN:10459,38
ICD9:84.01,38
MDCTN:60793011701|ADS,38
MDCTN:59762502901|ADS,38
ICD10:O99.285,38
HCPCS:J7307,38
ICD10:V43.52XA,38
ICD10:B85.0,38
MDCTN:00555095302|ADS,38
MDCTN:23635041601|ADS,38
MDCTN:54868328400|ADS,38
MDCTN:68462034690|ADS,38
MDCTN:19769,38
MDCTN:93566,38
ICD9:788.7,38
MDCTN:59762502201|ADS,38
MDCTN:00074305453|ADS,38
MDCTN:00143129201|ADS,38
ICD9:780.56,38
MDCTN:78148,38
ICD10:Z89.011,38
ICD9:V88.02,38
LOINC:2118-8,38
MDCTN:40841836,38
MDCTN:00172444260|ADS,38
ICD9:543.9,38
ICD9:293.9,38
DEPT|1070295001002|EPIC,38
ICD10:H25.89,37
ICD10:H40.51X4,37
ICD10:H15.103,37
MDCTN:88505,37
DEPT|1050294015001|EPIC,37
CPT:37232,37
ICD10:M24.661,37
ICD9:698.4,37
ICD9:215.5,37
LOINC:50191-6,37
LOINC:2671-6,37
ICD9:599.1,37
ICD9:599.9,37
ICD10:H60.21,37
ICD10:S20.01XA,37
ICD10:H61.303,37
ICD9:786.04,37
MDCTN:25402,37
ICD9:598.8,37
ICD10:L13.9,37
HCPCS:Q9967,37
ICD10:C76.1,37
ICD10:F19.14,37
ICD10:H40.1190,37
DEPT|1070000000043|EPIC,37
ICD9:747.29,37
CPT:3340F,37
ICD10:T18.108A,37
ICD10:R40.1,37
ICD10:H83.2X9,37
ICD10:K52.831,37
ICD10:C71.4,37
MDCTN:10135014924|ADS,37
MDCTN:9493,37
ICD10:L89.93,37
CPT:67311,37
MDCTN:9004,37
ICD9:815.02,37
ICD9:906.0,37
CPT:67810,37
CPT:43870,37
MDCTN:16014,37
CPT:92943,37
ICD10:Z20.9,37
MDCTN:4983,37
ICD9:296.21,37
ICD10:H44.23,37
ICD10:F14.94,37
ICD10:W34.00XA,37
MDCTN:408007591,37
ICD10:F45.42,37
ICD10:H33.001,37
ICD10:L92.8,37
HCPCS:S8110,37
ICD9:008.62,37
ICD10:D68.318,37
ICD9:371.60,37
ICD9:287.39,37
ICD9:32.01,37
ICD10:H90.71,37
ICD10:M65.351,37
ICD10:R36.1,37
MDCTN:8939,37
ICD9:618.3,37
ICD9:361.32,37
ICD10:I80.202,37
ICD9:615.1,37
ICD10:S90.121A,37
ICD10:I82.812,37
ICD10:Q34.9,37
ICD9:529.9,37
ICD10:N81.3,37
ICD9:327.02,37
CPT:78018,37
ICD9:527.5,37
ICD10:F17.209,37
CPT:93930,37
ICD9:37.12,37
ICD10:G99.0,37
CPT:93886,37
ICD10:0W9B00Z,37
MDCTN:42158,37
ICD9:718.56,37
CPT:78707,37
ICD9:27.51,37
ICD9:425.3,37
MDCTN:81479,37
ICD10:I82.601,37
DEPT|1041371001006|EPIC,37
CLIN|683|ADS,37
ICD9:669.23,37
ICD10:D16.21,37
MDCTN:169207,37
CPT:49081,37
CPT:50080,37
ICD10:S61.012A,37
ICD10:S99.919A,37
ICD9:92.14,37
CPT:74480,37
CPT:49654,37
MDCTN:174401,37
ICD10:N30.80,37
CPT:21235,37
ICD10:T79.2XXD,37
MDCTN:130984,37
CPT:69631,37
ICD10:3E0G36Z,37
ICD9:V14.9,37
MDCTN:23379,37
LOINC:5889-1,37
DEPT|1020418593004|EPIC,37
ICD10:S83.206D,37
ICD9:00.48,37
ICD9:E884.3,37
ICD9:87.73,37
ICD9:719.95,37
MDCTN:130093,37
ICD10:N50.812,37
ICD10:O21.1,37
ICD10:Q61.5,37
ICD10:02HL3KZ,37
ICD10:S00.01XA,37
MDCTN:00049398041|ADS,37
ICD9:054.19,37
ICD9:E939.8,37
MDCTN:00049343041|ADS,37
ICD10:4A0335C,37
ICD9:789.61,37
ICD9:290.3,37
ICD9:78.67,37
CPT:51610,37
ICD10:02RW0JZ,37
MDCTN:14115,37
ICD10:C83.34,37
ICD10:M77.51,37
ICD9:098.0,37
HCPCS:G8988,37
ICD9:V61.9,37
MDCTN:40849552,37
MDCTN:51079008820|ADS,37
ICD9:190.6,37
ICD9:202.92,37
ICD10:R87.622,37
ICD10:O09.31,37
ICD10:M06.041,37
ICD9:93.83,37
ICD10:L25.8,37
ICD10:Z3A.15,37
ICD10:Z3A.17,37
ICD10:O14.93,37
MDCTN:97366,37
ICD10:O14.13,37
ICD10:T21.24XA,37
MDCTN:38624,37
ICD10:R56.1,37
ICD10:Z83.79,37
MDCTN:40841246,37
MDCTN:00185079901|ADS,37
MDCTN:10523,37
ICD9:84.17,37
ICD9:84.52,37
MDCTN:10596,37
ICD10:I26.01,37
CPT:95974,37
LOINC:14207-5,37
MDCTN:1935,37
MDCTN:87701040748|ADS,37
ICD9:98.02,37
DEPT|1011292001022|EPIC,37
ICD10:I70.263,37
ICD9:755.13,37
ICD10:M25.819,37
ICD10:M50.323,37
ICD9:V69.4,37
ICD9:V40.39,37
ICD10:E78.01,37
MDCTN:00065401303|ADS,37
ICD10:O98.513,37
MDCTN:179563,37
MDCTN:40841760,37
CLIN|346|ADS,36
MDCTN:88365,36
MDCTN:50428232025|ADS,36
ICD10:M15.1,36
CPT:37238,36
MDCTN:39496,36
ICD10:I67.5,36
MDCTN:408007037,36
MDCTN:59762010001|ADS,36
MDCTN:00456142030|ADS,36
CPT:86431,36
ICD10:H60.90,36
MDCTN:66116060430|ADS,36
MDCTN:00037225010|ADS,36
ICD9:595.81,36
MDCTN:67544056460|ADS,36
MDCTN:172964,36
ICD10:J45.22,36
MDCTN:11148,36
MDCTN:35164,36
MDCTN:68462034737|ADS,36
MDCTN:31604002673|ADS,36
MDCTN:58864009356|ADS,36
ICD10:C79.00,36
MDCTN:63739027403|ADS,36
MDCTN:162916,36
MDCTN:08484052870|ADS,36
MDCTN:49738060471|ADS,36
ICD9:746.5,36
MDCTN:76282041290|ADS,36
MDCTN:68071152608|ADS,36
MDCTN:55289064580|ADS,36
CPT:57250,36
DEPT|1070011001213|EPIC,36
MDCTN:50428373019|ADS,36
ICD10:S52.592D,36
ICD10:L56.8,36
MDCTN:35802,36
ICD10:T62.91XA,36
ICD9:757.9,36
ICD9:519.1,36
ICD10:0T25X0Z,36
ICD10:009U3ZZ,36
CPT:43254,36
ICD10:H35.711,36
ICD10:O09.512,36
ICD10:S81.811A,36
MDCTN:11983,36
ICD10:H54.62,36
MDCTN:49999019430|ADS,36
ICD9:909.4,36
MDCTN:66116016230|ADS,36
ICD9:805.03,36
ICD10:K59.3,36
R50.9,36
ICD9:365.60,36
MDCTN:11845014951|ADS,36
ICD9:365.89,36
MDCTN:66993071130|ADS,36
MDCTN:54569555000|ADS,36
ICD10:L02.11,36
MDCTN:40849151,36
ICD9:906.2,36
MDCTN:54868631500|ADS,36
MDCTN:10939040211|ADS,36
ICD10:L03.319,36
ICD9:756.59,36
ICD9:756.73,36
MDCTN:408007302,36
MDCTN:00051842530|ADS,36
MDCTN:60346058830|ADS,36
MDCTN:37864074301|ADS,36
CPT:77432,36
ICD9:893.1,36
MDCTN:40840831,36
MDCTN:408007103,36
ICD9:E917.4,36
MDCTN:63629137901|ADS,36
ICD9:V26.31,36
ICD10:H35.103,36
MDCTN:55289052230|ADS,36
ICD9:379.03,36
ICD9:380.22,36
MDCTN:68030908101|ADS,36
MDCTN:408007750,36
MDCTN:40840591,36
ICD9:825.20,36
ICD9:315.2,36
ICD10:M87.10,36
MDCTN:40840519,36
MDCTN:00078027422|ADS,36
ICD9:717.83,36
MDCTN:66780011502|ADS,36
MDCTN:54868507500|ADS,36
ICD10:T22.232A,36
ICD9:381.20,36
MDCTN:65628005001|ADS,36
CPT:14302,36
ICD10:0DNS0ZZ,36
DEPT|1030249009001|EPIC,36
MDCTN:49614031213|ADS,36
MDCTN:120348,36
ICD10:T46.2X1A,36
MDCTN:00088250205|ADS,36
ICD10:H81.399,36
MDCTN:110898,36
MDCTN:41149,36
ICD10:F60.81,36
MDCTN:68387012090|ADS,36
ICD9:320.2,36
ICD9:070.1,36
CPT:00532,36
ICD10:C44.719,36
MDCTN:66825000202|ADS,36
MDCTN:00023320508|ADS,36
MDCTN:63824005736|ADS,36
CPT:0073T,36
MDCTN:54569314600|ADS,36
PYR:788,36
MDCTN:65162068784|ADS,36
MDCTN:173081,36
MDCTN:52054051409|ADS,36
MDCTN:00002840001|ADS,36
CPT:00840,36
MDCTN:00056017375|ADS,36
MDCTN:64896067250|ADS,36
CPT:19084,36
CPT:93040,36
MDCTN:124590,36
CPT:83516,36
MDCTN:99501,36
ICD9:22.52,36
MDCTN:128666,36
ICD10:02RG08Z,36
ICD10:F15.20,36
ICD9:205.30,36
MDCTN:00003633617|ADS,36
MDCTN:68387025260|ADS,36
MDCTN:00409357801|ADS,36
MDCTN:163494,36
CPT:78007,36
ICD9:674.84,36
DEPT|1020132360001|EPIC,36
MDCTN:52544095501|ADS,36
ICD9:37.98,36
CPT:78278,36
ICD10:C90.10,36
MDCTN:68387020140|ADS,36
ICD10:L89.301,36
MDCTN:91079,36
ICD9:659.83,36
ICD10:L89.320,36
ICD10:T82.857D,36
ICD9:366.17,36
DEPT|1060442001001|EPIC,36
MDCTN:40800011,36
MDCTN:54868092301|ADS,36
MDCTN:68462019255|ADS,36
CPT:15005,36
ICD10:C44.222,36
MDCTN:49452220503|ADS,36
MDCTN:108878,36
MDCTN:40985027434|ADS,36
HCPCS:J9171,36
ICD9:V43.4,36
CPT:29999,36
MDCTN:54868249601|ADS,36
MDCTN:79854020195|ADS,36
ICD10:I82.413,36
MDCTN:54868249802|ADS,36
MDCTN:00006073161|ADS,36
ICD9:209.41,36
LOINC:25907-7,36
MDCTN:61314001505|ADS,36
ICD9:488.82,36
MDCTN:49999096406|ADS,36
CPT:64550,36
ICD9:079.0,36
MDCTN:63323039306|ADS,36
CPT:64622,36
ICD10:Z40.02,36
ICD9:53.41,36
ICD9:53.03,36
MDCTN:54569568501|ADS,36
CPT:49080,36
MDCTN:54569624700|ADS,36
ICD10:T37.8X5A,36
ICD10:I70.91,36
MDCTN:00049399041|ADS,36
MDCTN:00088109720|ADS,36
ICD9:92.02,36
ICD9:764.90,36
ICD10:S72.92XD,36
MDCTN:00069046912|ADS,36
MDCTN:76388088025|ADS,36
MDCTN:60505035401|ADS,36
ICD9:642.31,36
ICD9:642.30,36
ICD9:666.12,36
ICD10:H02.103,36
ICD10:H02.105,36
MDCTN:96295011202|ADS,36
ICD10:R23.1,36
MDCTN:00065902470|ADS,36
CPT:0191T,36
MDCTN:68180035109|ADS,36
ICD10:S72.491A,36
MDCTN:68645045790|ADS,36
ICD10:M46.87,36
MDCTN:125229,36
MDCTN:37654,36
ICD10:M31.4,36
MDCTN:60505083305|ADS,36
MDCTN:00172417160|ADS,36
ICD10:0QBP0ZZ,36
MDCTN:111362,36
MDCTN:63044040420|ADS,36
MDCTN:50419045404|ADS,36
ICD10:07B74ZZ,36
MDCTN:4080070098,36
ICD10:S52.209A,36
MDCTN:00045152510|ADS,36
MDCTN:82002,36
MDCTN:35046000064|ADS,36
MDCTN:00517003125|ADS,36
MDCTN:37853,36
ICD10:S83.207A,36
MDCTN:00065008515|ADS,36
ICD9:00.44,36
MDCTN:00075245201|ADS,36
MDCTN:96619019719|ADS,36
MDCTN:64376064801|ADS,36
ICD10:Q67.5,36
CPT:31570,36
MDCTN:00121050416|ADS,36
LOINC:48654-8,36
ICD10:O23.592,36
ICD9:14.54,36
ICD10:G80.3,36
MDCTN:49999037904|ADS,36
ICD10:T80.219D,36
MDCTN:00067604556|ADS,36
MDCTN:00472103016|ADS,36
MDCTN:00169368512|ADS,36
ICD10:M51.04,36
MDCTN:11845015385|ADS,36
ICD10:K94.21,36
MDCTN:130230,36
MDCTN:130235,36
MDCTN:168891,36
MDCTN:68084046221|ADS,36
MDCTN:00049210066|ADS,36
MDCTN:54868617300|ADS,36
CPT:90901,36
ICD10:B00.4,36
MDCTN:00023367060|ADS,36
MDCTN:38240,36
ICD10:R15.0,36
MDCTN:54569319500|ADS,36
MDCTN:171140,36
ICD9:54.99,36
MDCTN:122290,36
MDCTN:28280,36
MDCTN:65162041503|ADS,36
MDCTN:51248015101|ADS,36
MDCTN:51079094801|ADS,36
MDCTN:59779045678|ADS,36
MDCTN:28169,36
MDCTN:70074058221|ADS,36
MDCTN:61958050101|ADS,36
MDCTN:40849759,36
ICD10:H91.8X1,36
ICD10:H33.8,36
MDCTN:54569566701|ADS,36
MDCTN:00641603901|ADS,36
ICD10:C78.39,36
ICD9:202.30,36
ICD9:202.03,36
MDCTN:66689089840|ADS,36
CPT:85576,36
CPT:71270,36
ICD10:Z3A.21,36
ICD10:Z3A.41,36
ICD10:I32,36
MDCTN:54569640600|ADS,36
MDCTN:51285008787|ADS,36
ICD9:007.1,36
ICD10:F71,36
MDCTN:49884051101|ADS,36
ICD10:D03.39,36
ICD9:E854.3,36
ICD9:34.03,36
ICD10:D67,36
MDCTN:00469520160|ADS,36
MDCTN:16590008530|ADS,36
MDCTN:00003059320|ADS,36
ICD10:B513ZZA,36
ICD10:H65.493,36
MDCTN:67386030201|ADS,36
ICD9:388.01,36
ICD10:D36.10,36
MDCTN:60505132508|ADS,36
MDCTN:66336047944|ADS,36
MDCTN:11845000001|ADS,36
ICD10:H66.011,36
MDCTN:52959008805|ADS,36
ICD9:173.99,36
ICD9:173.61,36
MDCTN:50428300258|ADS,36
LOINC:8034-1,36
MDCTN:68084031711|ADS,36
ICD10:K71.10,36
ICD9:150.8,36
ICD9:780.55,36
ICD9:88.94,36
MDCTN:76439030810|ADS,36
ICD10:F13.29,36
MDCTN:00378042701|ADS,36
CPT:52354,36
ICD10:M17.5,36
MDCTN:49884011074|ADS,36
MDCTN:54569562001|ADS,36
MDCTN:52959043601|ADS,36
MDCTN:88293,35
CPT:13151,35
MDCTN:108156,35
MDCTN:00009513503|ADS,35
MDCTN:39223,35
CPT:62319,35
ICD9:457.2,35
ICD10:I25.811,35
ICD10:I97.810,35
CPT:27810,35
ICD9:V75.9,35
ICD10:T22.391D,35
ICD9:943.35,35
ICD10:I25.718,35
ICD10:T82.590D,35
ICD10:G25.5,35
ICD10:H35.82,35
ICD10:H60.63,35
ICD9:357.5,35
ICD10:I62.1,35
ICD9:654.63,35
MDCTN:98462,35
MDCTN:98464,35
ICD9:45.75,35
ICD10:S98.912D,35
MDCTN:9696,35
MDCTN:123284,35
ICD9:354.5,35
MDCTN:25007,35
HCPCS:S0620,35
ICD9:301.89,35
ICD9:747.49,35
ICD10:T81.30XD,35
ICD9:840.3,35
ICD10:C70.0,35
ICD10:C70.1,35
ICD10:S72.301A,35
MDCTN:40840110,35
CPT:43269,35
ICD9:795.04,35
ICD9:795.09,35
ICD9:292.12,35
ICD10:S59.901A,35
ICD9:V61.20,35
PYR:318,35
ICD10:0DN84ZZ,35
MDCTN:9177,35
MDCTN:127508,35
ICD10:H11.001,35
ICD9:815.03,35
CPT:28290,35
MDCTN:40849130,35
ICD10:M95.0,35
ICD9:282.43,35
LOINC:12172-3,35
MDCTN:40849384,35
ICD10:E89.89,35
MDCTN:408007204,35
MDCTN:40840899,35
MDCTN:40840243,35
LOINC:30347-9,35
MDCTN:21585,35
MDCTN:51079078820|ADS,35
ICD9:996.53,35
ICD9:801.66,35
ICD10:0HBHXZZ,35
CPT:77785,35
MDCTN:408007558,35
ICD10:B5161ZA,35
R10.9,35
LOINC:6143-2,35
ICD10:H11.9,35
MDCTN:100976,35
MDCTN:4721,35
MDCTN:100949,35
ICD9:596.55,35
MDCTN:31851,35
MDCTN:119365,35
ICD10:0RG20A0,35
MDCTN:51079087120|ADS,35
MDCTN:60505252003|ADS,35
LOINC:15014-4,35
ICD9:03.4,35
ICD9:131.00,35
LOINC:15013-6,35
ICD9:V81.1,35
ICD10:Q39.1,35
ICD10:O99.63,35
MDCTN:408880074,35
ICD10:G43.C0,35
ICD9:617.3,35
PYR:824,35
ICD10:N88.9,35
LOINC:5798-4,35
ICD9:46.52,35
ICD10:K00.7,35
CPT:44140,35
CPT:44207,35
MDCTN:95659,35
ICD10:Q07.03,35
MDCTN:177319,35
ICD9:132.9,35
ICD10:L40.4,35
ICD9:038.44,35
ICD10:Q51.810,35
CPT:68840,35
CPT:78584,35
ICD10:0WJG0ZZ,35
MDCTN:32934,35
ICD9:924.21,35
ICD10:0QS604Z,35
LOINC:6208-3,35
MDCTN:104193,35
ICD10:I82.503,35
ICD10:I82.501,35
ICD9:V41.0,35
MDCTN:104008,35
ICD9:524.03,35
ICD10:B2161ZZ,35
CPT:01400,35
ICD9:249.50,35
ICD9:249.40,35
MDCTN:7935,35
MDCTN:4080070142,35
ICD9:372.51,35
ICD10:H02.102,35
ICD9:288.63,35
ICD10:N76.2,35
ICD9:808.41,35
ICD10:B58.3,35
ICD10:S79.921A,35
DEPT|1031200001021|EPIC,35
DEPT|1070011376294|EPIC,35
ICD9:08.33,35
ICD10:C92.A2,35
ICD10:Z94.5,35
MDCTN:7229,35
ICD10:T84.7XXD,35
ICD10:T88.4XXA,35
MDCTN:111216,35
MDCTN:13257,35
ICD10:6A551Z2,35
LOINC:5784-4,35
ICD10:F48.2,35
ICD10:Z04.6,35
ICD9:00.43,35
CPT:31636,35
ICD10:J37.0,35
ICD9:V87.43,35
ICD9:870.8,35
ICD9:719.09,35
ICD9:719.96,35
ICD9:719.52,35
ICD10:H71.92,35
ICD9:189.1,35
LOINC:6924-5,35
ICD9:451.11,35
CPT:90681,35
ICD10:R45.84,35
MDCTN:129422,35
ICD9:31.5,35
ICD10:M99.81,35
MDCTN:119854,35
ICD10:K94.12,35
CPT:26160,35
ICD9:765.18,35
ICD9:716.80,35
ICD9:291.3,35
ICD9:71.3,35
ICD9:195.3,35
MDCTN:00037043101|ADS,35
ICD9:589.1,35
ICD10:E88.89,35
MDCTN:77369,35
ICD9:834.00,35
MDCTN:10135015201|ADS,35
MDCTN:126821,35
MDCTN:6423,35
ICD10:J93.11,35
MDCTN:126546,35
ICD9:28.2,35
MDCTN:112704,35
MDCTN:63739038710|ADS,35
LOINC:39543-4,35
ICD10:O35.1XX0,35
ICD9:34.06,35
HCPCS:G8482,35
ICD10:H35.3230,35
ICD10:S42.211A,35
ICD10:S22.49XD,35
CPT:95873,35
MDCTN:34311,35
MDCTN:34364,35
ICD10:T82.190A,35
MDCTN:40841416,35
ICD10:S42.201D,35
ICD9:364.81,35
ICD10:J10.01,35
ICD10:S22.43XD,35
HCPCS:A9150,35
ICD9:V25.43,35
ICD10:O99.713,35
ICD10:I69.393,35
ICD10:0DBK8ZX,35
ICD9:153.1,35
ICD9:153.0,35
MDCTN:180365,35
DEPT|1060128001105|EPIC,35
MDCTN:1634,35
MDCTN:106244,35
ICD10:S42.294A,35
ICD9:041.00,35
ICD9:39.93,35
R07.89,35
MDCTN:106767,35
MDCTN:51079008720|ADS,35
MDCTN:40841803,35
MDCTN:106675,35
MDCTN:00126001661|ADS,34
MDCTN:00591559901|ADS,34
MDCTN:00093032001|ADS,34
MDCTN:29807,34
MDCTN:66553000901|ADS,34
MDCTN:108050,34
CPT:27870,34
MDCTN:54868615600|ADS,34
MDCTN:10337080301|ADS,34
ICD10:M25.761,34
MDCTN:408007010,34
ICD10:W06.XXXA,34
ICD9:752.63,34
MDCTN:65862045460|ADS,34
DEPT|1070186320114|EPIC,34
ICD10:M25.672,34
MDCTN:54092051302|ADS,34
ICD10:I25.750,34
MDCTN:54868610000|ADS,34
MDCTN:54868053300|ADS,34
CPT:37799,34
CPT:37785,34
ICD10:0KQM0ZZ,34
MDCTN:00051846233|ADS,34
MDCTN:00093611816|ADS,34
ICD10:M25.412,34
MDCTN:54868420800|ADS,34
ICD10:S22.079A,34
MDCTN:35356039630|ADS,34
MDCTN:11107,34
MDCTN:66267009528|ADS,34
ICD10:S81.002A,34
ICD10:S86.811A,34
ICD10:M24.576,34
MDCTN:172229,34
LOINC:14286-9,34
MDCTN:172114,34
MDCTN:51927349700|ADS,34
ICD10:S91.002A,34
ICD9:508.0,34
MDCTN:00310027910|ADS,34
LOINC:14288-5,34
ICD10:S37.022A,34
MDCTN:21135,34
ICD10:O90.2,34
CLIN|548|ADS,34
MDCTN:00054472831|ADS,34
MDCTN:48107001019|ADS,34
MDCTN:96295011492|ADS,34
ICD10:L03.811,34
MDCTN:68387053030|ADS,34
MDCTN:59762374401|ADS,34
ICD9:85.84,34
MDCTN:127667,34
MDCTN:25893,34
MDCTN:11289,34
ICD10:S72.351A,34
CPT:43280,34
MDCTN:11559,34
ICD10:06BQ0ZZ,34
ICD10:N90.7,34
ICD9:815.04,34
MDCTN:61314023710|ADS,34
MDCTN:59762501401|ADS,34
MDCTN:00093317101|ADS,34
MDCTN:62175027041|ADS,34
MDCTN:00013700112|ADS,34
ICD9:414.3,34
MDCTN:408007873,34
ICD10:D21.9,34
ICD9:296.43,34
DEPT|1020000000043|EPIC,34
MDCTN:60505035201|ADS,34
ICD9:753.17,34
ICD10:H33.002,34
MDCTN:00085140201|ADS,34
MDCTN:65162071110|ADS,34
MDCTN:51079045220|ADS,34
ICD10:E13.43,34
LOINC:32220-6,34
MDCTN:60429003401|ADS,34
MDCTN:16299,34
MDCTN:168365,34
MDCTN:00078037005|ADS,34
MDCTN:52569013400|ADS,34
MDCTN:00071101868|ADS,34
CPT:24305,34
MDCTN:163861,34
MDCTN:36206,34
MDCTN:8872,34
ICD9:533.40,34
ICD10:S82.841D,34
ICD9:56.31,34
ICD9:32.49,34
MDCTN:00093511998|ADS,34
LOINC:24376-6,34
ICD10:B58.01,34
MDCTN:63629268003|ADS,34
ICD10:Z12.72,34
ICD10:B58.09,34
ICD10:T80.818A,34
MDCTN:40986002563|ADS,34
DEPT|1031200001009|EPIC,34
ICD10:G43.C1,34
ICD10:S88.112S,34
ICD10:I97.3,34
MDCTN:00591247330|ADS,34
MDCTN:41163026608|ADS,34
ICD9:617.1,34
MDCTN:50428002824|ADS,34
MDCTN:35356046590|ADS,34
MDCTN:64980032005|ADS,34
MDCTN:00406324301|ADS,34
ICD10:0D160ZA,34
ICD9:125.3,34
MDCTN:59762496001|ADS,34
ICD9:807.06,34
ICD10:Z71.51,34
ICD10:T18.9XXA,34
ICD9:806.16,34
ICD10:Q34.8,34
MDCTN:08290306537|ADS,34
CPT:20206,34
ICD10:L76.82,34
ICD10:S86.011D,34
ICD10:N82.8,34
MDCTN:54868224103|ADS,34
MDCTN:70074051881|ADS,34
ICD10:T81.10XA,34
CPT:29065,34
MDCTN:00245003501|ADS,34
MDCTN:00002831591|ADS,34
MDCTN:104957,34
CPT:78195,34
MDCTN:63481061370|ADS,34
ICD9:86.06,34
MDCTN:00409350601|ADS,34
LOINC:781-5,34
CPT:78597,34
ICD10:C17.0,34
MDCTN:00032171101|ADS,34
ICD10:0W9F30Z,34
MDCTN:00338130148|ADS,34
MDCTN:62175049070|ADS,34
ICD9:997.41,34
ICD10:N39.9,34
MDCTN:66490065020|ADS,34
MDCTN:104191,34
MDCTN:00173055601|ADS,34
MDCTN:66267097704|ADS,34
ICD9:670.12,34
MDCTN:55289012130|ADS,34
